Dates,Account name,Customer ID,Campaign,Campaign bid strategy,Currency code,Cost,Impr.,Search impr. share,Search lost IS (budget),Search lost IS (rank),Clicks,Click share,Phone calls,Conversions,Cost / conv.,Avg. target CPA,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Marchex Landing Page Calls,Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Reservation Confirmation (Google Pixel),Total Available Impr.,Lost to Budget,Lost to Rank,LP Calls,Web Reservations,Calls,Resv.,Main Conversions,tCPA,Brand,Engine,Camp Type,Category,Category 1,Category 2,Region,Category 3
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_CENTRAL EASTERN_JIFFY LUBE,EOC - Central Eastern - Maximize Conversion - Competitors,USD,126.72,5331,0.4312,0,0.5688,117,0.1128,29,24.5,5.17,0,0,0,0,0,0,0,0,0,0,0,12363,0,7032.0743999999995,0,0,29,0,29,3.5,EOC,G,SEM,CP,CP,CP,CENTRAL EASTERN,JIFFY LUBE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_CENTRAL EASTERN_FIRESTONE,EOC - Central Eastern - Maximize Conversion - Competitors,USD,169.78,5094,0.284,0,0.716,112,0.05,44,40,4.24,0,0,0,0,0,0,0,1,0,0,0,17937,0,12842.892,0,1,44,1,45,3.5,EOC,G,SEM,CP,CP,CP,CENTRAL EASTERN,FIRESTONE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHEASTERN_JIFFY LUBE,EOC - Southeastern - Maximize Conversion - Competitors,USD,149.3,4735,0.4365,0,0.5635,141,0.1232,48,33.83,4.41,0,0,0,0,0,0,0,0,0,0,0,10848,0,6112.848,0,0,48,0,48,3.75,EOC,G,SEM,CP,CP,CP,SOUTHEASTERN,JIFFY LUBE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_SOUTHEASTERN_Brakes,EOC - Southeastern - Maximize Conversion - Non Brand - Brakes,USD,424.1,4630,0.1704,0,0.8296,253,0.1125,92,91.34,4.64,0,0,3,0,0,0,0,10.5,0,0,0,27171,0,22541.0616,3,10.5,95,11,106,4.5,EOC,G,SEM,NB BRAKES,NB,BRAKES,SOUTHEASTERN,Brakes
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHEASTERN_VALVOLINE,EOC - Southeastern - Maximize Conversion - Competitors,USD,120.84,4503,0.4101,0,0.5899,123,0.05,28,25,4.83,0,0,1,0,0,0,0,0,0,0,0,10980,0,6477.102,1,0,29,0,29,3.75,EOC,G,SEM,CP,CP,CP,SOUTHEASTERN,VALVOLINE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHERN_Brand+,EOC - Southern - Maximize Conversion - Brand,USD,1970.95,4475,0.9019,0,0.0981,1296,0.669,216,559.83,3.52,0,0,9.56,0,0,0,0,43,0,0,0,4962,0,486.77220000000005,9.56,43,226,43,269,3,EOC,G,SEM,BR,BR,BR,SOUTHERN,Brand+
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NB_ALABAMA_Brakes,EOC - Alabama - Maximize Conversion - Non Brand - Brakes,USD,690.62,4425,0.2758,0,0.7242,317,0.2266,70,80.83,8.54,0,0,2.5,0,0,0,0,11,0,0,0,16044,0,11619.0648,2.5,11,73,11,84,5.75,EOC,G,SEM,NB BRAKES,NB,BRAKES,ALABAMA,Brakes
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_CENTRAL EASTERN_Brand+,EOC - Central Eastern - Maximize Conversion - Brand,USD,1500.78,3868,0.9136,0,0.0864,1017,0.7225,84,393.42,3.81,0,0,2,0,0,0,0,25.25,0,0,0,4234,0,365.8176,2,25.25,86,25,111,3.9,EOC,G,SEM,BR,BR,BR,CENTRAL EASTERN,Brand+
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_ALABAMA_FIRESTONE,EOC - Alabama - Maximize Conversion - Competitors,USD,215.95,3432,0.5142,0,0.4858,95,0.1132,42,40.5,5.33,0,0,0,0,0,0,0,3,0,0,0,6674,0,3242.2292,0,3,42,3,45,5.2,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHEASTERN_Brand+Service,EOC - Southeastern - Maximize Conversion - Brand,USD,813.93,2900,0.6964,0,0.3036,509,0.6129,65,333.76,2.44,0,0,0,0,0,0,0,19.5,0,0,0,4164,0,1264.1904,0,19.5,65,20,85,3.1,EOC,G,SEM,BR,BR,BR,SOUTHEASTERN,Brand+Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHERN_DISCOUNT TIRE,EOC - Southern - Maximize Conversion - Competitors,USD,62.9,2842,0.2663,0,0.7337,53,0.05,13,12.9,4.88,0,0,0,0,0,0,0,0,0,0,0,10672,0,7830.0464,0,0,13,0,13,4,EOC,G,SEM,CP,CP,CP,SOUTHERN,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHERN_Brand+Service,EOC - Southern - Maximize Conversion - Brand,USD,1314.11,2649,0.7856,0,0.2144,671,0.643,141,384.41,3.42,0,0,2,0,0,0,0,18.2,0,0,0,3372,0,722.9568,2,18.2,143,18,161,3,EOC,G,SEM,BR,BR,BR,SOUTHERN,Brand+Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHEASTERN_FIRESTONE,EOC - Southeastern - Maximize Conversion - Competitors,USD,85.46,2454,0.2564,0,0.7436,54,0.05,27,20,4.27,0,0,0,0,0,0,0,0,0,0,0,9571,0,7116.9956,0,0,27,0,27,3.75,EOC,G,SEM,CP,CP,CP,SOUTHEASTERN,FIRESTONE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_ALABAMA_TAKE 5,EOC - Alabama - Maximize Conversion - Competitors,USD,150.01,2222,0.5462,0,0.4538,107,0.2194,16,16.84,8.91,0,0,0,0,0,0,0,1,0,0,0,4068,0,1846.0584,0,1,16,1,17,5.2,EOC,G,SEM,CP,CP,CP,ALABAMA,TAKE 5
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_CENTRAL EASTERN_DISCOUNT TIRE,EOC - Central Eastern - Maximize Conversion - Competitors,USD,29.19,1937,0.2141,0,0.7859,34,0.05,5,6.5,4.49,0,0,0,0,0,0,0,1,0,0,0,9047,0,7110.0373,0,1,5,1,6,3.5,EOC,G,SEM,CP,CP,CP,CENTRAL EASTERN,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_CENTRAL EASTERN_Brand+Service,EOC - Central Eastern - Maximize Conversion - Brand,USD,377.89,1583,0.7398,0,0.2602,254,0.6725,30,39.35,9.6,0,0,0,0,0,0,0,3.33,0,0,0,2140,0,556.828,0,3.33,30,3,33,3.9,EOC,G,SEM,BR,BR,BR,CENTRAL EASTERN,Brand+Service
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_ALABAMA_Brand+Oil Change,EOC - Alabama - Maximize Conversion - Oil Change,USD,802.94,1353,0.9722,0,0.0278,337,0.6612,65,174.08,4.61,0,0,0,0,0,0,0,6.5,0,0,0,1392,0,38.697599999999994,0,6.5,65,7,72,5,EOC,G,SEM,BR,BR,BR,ALABAMA,Brand+Oil Change
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_ALABAMA_VALVOLINE,EOC - Alabama - Maximize Conversion - Competitors,USD,77.46,1185,0.5726,0,0.4274,52,0.2038,13,12,6.46,0,0,0,0,0,0,0,0,0,0,0,2070,0,884.718,0,0,13,0,13,5.2,EOC,G,SEM,CP,CP,CP,ALABAMA,VALVOLINE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHEASTERN_DISCOUNT TIRE,EOC - Southeastern - Maximize Conversion - Competitors,USD,15.57,1162,0.2438,0,0.7562,12,0.05,4,3.5,4.45,0,0,0,0,0,0,0,0,0,0,0,4766,0,3604.0492,0,0,4,0,4,3.75,EOC,G,SEM,CP,CP,CP,SOUTHEASTERN,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_ALABAMA_JIFFY LUBE,EOC - Alabama - Maximize Conversion - Competitors,USD,117.17,1115,0.6128,0,0.3872,70,0.2432,18,18,6.51,0,0,0,0,0,0,0,0,0,0,0,1820,0,704.704,0,0,18,0,18,5.2,EOC,G,SEM,CP,CP,CP,ALABAMA,JIFFY LUBE
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_CENTRAL EASTERN_Brand+Oil Change,EOC - Central Eastern - Maximize Conversion - Oil Change,USD,629.32,1088,0.9713,0,0.0287,345,0.6881,86,158.99,3.96,0,0,1,0,0,0,0,11.33,0,0,0,1120,0,32.144,1,11.33,87,11,98,5.2,EOC,G,SEM,BR,BR,BR,CENTRAL EASTERN,Brand+Oil Change
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHERN_Brand+Oil Change,EOC - Southern - Maximize Conversion - Oil Change,USD,319.81,873,0.8295,0,0.1705,189,0.6061,39,80.33,3.98,0,0,0,0,0,0,0,2,0,0,0,1052,0,179.366,0,2,39,2,41,4.4,EOC,G,SEM,BR,BR,BR,SOUTHERN,Brand+Oil Change
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHEASTERN_Brand+Oil Change,EOC - Southeastern - Maximize Conversion - Oil Change,USD,223.1,766,0.8646,0,0.1354,154,0.6021,39,58.75,3.8,0,0,0,0,0,0,0,0.33,0,0,0,886,0,119.9644,0,0.33,39,0,39,4.2,EOC,G,SEM,BR,BR,BR,SOUTHEASTERN,Brand+Oil Change
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_ALABAMA_DISCOUNT TIRE,EOC - Alabama - Maximize Conversion - Competitors,USD,21.83,766,0.3449,0,0.6551,16,0.05,3,3,7.28,0,0,0,0,0,0,0,0,0,0,0,2221,0,1454.9771,0,0,3,0,3,5.2,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHERN_GOODYEAR,EOC - Southern - Maximize Conversion - Competitors,USD,25.86,623,0.2704,0,0.7296,16,0.05,8,8,3.23,0,0,0,0,0,0,0,0,0,0,0,2304,0,1680.9984,0,0,8,0,8,4,EOC,G,SEM,CP,CP,CP,SOUTHERN,GOODYEAR
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_SOUTHEASTERN_GOODYEAR,EOC - Southeastern - Maximize Conversion - Competitors,USD,12.11,596,0.2431,0,0.7569,8,0.05,5,5.67,2.14,0,0,0,0,0,0,0,2,0,0,0,2452,0,1855.9188000000001,0,2,5,2,7,3.75,EOC,G,SEM,CP,CP,CP,SOUTHEASTERN,GOODYEAR
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_CENTRAL EASTERN_GOODYEAR,EOC - Central Eastern - Maximize Conversion - Competitors,USD,33.54,500,0.265,0,0.735,20,0.05,11,10.5,3.19,0,0,0,0,0,0,0,0,0,0,0,1887,0,1386.945,0,0,11,0,11,3.5,EOC,G,SEM,CP,CP,CP,CENTRAL EASTERN,GOODYEAR
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_CP_ALABAMA_GOODYEAR,EOC - Alabama - Maximize Conversion - Competitors,USD,48.81,373,0.48,0,0.52,22,0.1571,7,6.5,7.51,0,0,0,0,0,0,0,0,0,0,0,777,0,404.04,0,0,7,0,7,5.2,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_ALABAMA_Brand+Brakes,EOC - Alabama - Maximize Conversions - Brand,USD,85.77,256,0.8679,0,0.1321,49,0.6247,1,11.52,7.44,0,0,1,0,0,0,0,3,0,0,0,295,0,38.9695,1,3,2,3,5,3.5,EOC,G,SEM,BR,BR,BR,ALABAMA,Brand+Brakes
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NS 3241_SOUTHEASTERN,EOC - SOUTHEASTERN - Maximize Conversions - Non-Brand - New Stores,USD,63.05,155,0.8851,0,0.1149,27,0.6611,1,2.83,22.26,0,0,0,0,0,0,0,1,0,0,0,175,0,20.1075,0,1,1,1,2,6.5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHEASTERN_Brand+Brakes,EOC - Southeastern - Maximize Conversion - Brand,USD,28.87,112,0.7632,0,0.2368,20,0.5713,2,8.73,3.31,0,0,1,0,0,0,0,0.39,0,0,0,147,0,34.8096,1,0.39,3,0,3,3.1,EOC,G,SEM,BR,BR,BR,SOUTHEASTERN,Brand+Brakes
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NS 3239_CENTRAL EASTERN,EOC - CENTRAL EASTERN - Maximize Conversions - Non-Brand - New Stores,USD,64,109,0.7963,0,0.2037,21,0.6995,6,4.5,14.22,0,0,0,0,0,0,0,0,0,0,0,137,0,27.9069,0,0,6,0,6,6.3,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NS 3260_CENTRAL EASTERN,EOC - CENTRAL EASTERN - Maximize Conversions - Non-Brand - New Stores,USD,23.36,93,0.6,0,0.4,10,0.6044,2,2,11.68,0,0,0,0,0,0,0,1,0,0,0,155,0,62,0,1,2,1,3,6.3,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_CENTRAL EASTERN_Brand+Brakes,EOC - Central Eastern - Maximize Conversion - Brand,USD,18.06,68,0.8913,0,0.1087,9,0.5952,0,1,18.06,0,0,0,0,0,0,0,0,0,0,0,76,0,8.2612,0,0,0,0,0,3.9,EOC,G,SEM,BR,BR,BR,CENTRAL EASTERN,Brand+Brakes
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_BR_SOUTHERN_Brand+Brakes,EOC - Southern - Maximize Conversion - Brand,USD,6.16,50,0.875,0,0.125,5,0.4274,0,1,6.16,0,0,0,0,0,0,0,0,0,0,0,57,0,7.125,0,0,0,0,0,3,EOC,G,SEM,BR,BR,BR,SOUTHERN,Brand+Brakes
"February 22, 2026 - February 28, 2026",Express Oil Change & Tire Engineers,891-756-4202,EOC_G_SEM_NS 834_SOUTHEASTERN,EOC - SOUTHEASTERN - Maximize Conversions - Non-Brand - New Stores,USD,0,8,0.175,0,0.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,37.949999999999996,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_PMX_FLORIDA, --,USD,6080.63,206671,0.2941,0.0218,0.6841,4019,0.1223,1123,1111.32,5.47,5.09,0,0,0,0,20.07,0,0,0,0,138.58,702724,15319.3832,480733.48840000003,20.07,138.58,1143,139,1282,,TK,G,PMX,PMX,PMX,PMX,FLORIDA,0
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_NB TIRES_FLORIDA_TIRES,TK - Florida - Maximize Conversions - Non-Brand - Tires,USD,26183.7,185237,0.2927,0.2609,0.4464,12810,0.1732,2097,4501.08,5.82,0,0,0,0,0,141.83,0,0,0,0,539.9,632856,165112.13040000002,282506.9184,141.83,539.9,2239,540,2779,4.8,TK,G,SEM,NB TIRES,NB TIRES,NB TIRES,FLORIDA,TIRES
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_NB SERVICE_FLORIDA_TIRE SERVICE,TK - Florida - Maximize Conversions - Non-Brand - Services,USD,8311.31,48944,0.405,0.282,0.313,3908,0.2172,832,1186.45,7.01,0,0,0,0,0,62.83,0,0,0,0,269.76,120849,34079.418,37825.737,62.83,269.76,895,270,1165,6.8,TK,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,FLORIDA,TIRE SERVICE
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_BR_FLORIDA_BRAND ONLY,TK - Florida - Maximize Conversions - Brand,USD,23225.08,41131,0.9509,0,0.0491,11749,0.6933,3120,4244.04,5.47,0,0,0,0,0,136,0,0,0,0,1275.56,43255,0,2123.8205,136,1275.56,3256,1276,4532,5,TK,G,SEM,BR,BR,BR,FLORIDA,BRAND ONLY
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_NB OIL CHANGE_FLORIDA_OIL CHANGE,TK - Florida - Maximize Conversions - Oil Change,USD,3145.93,30236,0.3073,0,0.6927,1235,0.1542,216,354.81,8.87,0,0,0,0,0,27.83,0,0,0,0,131.57,98392,0,68156.1384,27.83,131.57,244,132,375,8,TK,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,FLORIDA,OIL CHANGE
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_NB SERVICE_FLORIDA_AUTO SERVICE,TK - Florida - Maximize Conversions - Non-Brand - Auto Service,USD,1499.8,23002,0.1842,0,0.8158,703,0.05,274,272.08,5.51,0,0,0,0,0,3,0,0,0,0,18.33,124875,0,101873.025,3,18.33,277,18,295,5.4,TK,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,FLORIDA,AUTO SERVICE
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_BR_FLORIDA_BRAND+,TK - Florida - Maximize Conversions - Brand,USD,16571.58,22537,0.8753,0.031,0.0938,7153,0.6313,2526,2933.29,5.65,0,0,0,0,0,135.43,0,0,0,0,521.64,25748,798.188,2415.1623999999997,135.43,521.64,2661,522,3183,5,TK,G,SEM,BR,BR,BR,FLORIDA,BRAND+
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_NB SERVICE_FLORIDA_BRAKES,TK - Florida - Maximize Conversions - Non-Brand - Brakes,USD,3938.71,21737,0.2473,0,0.7527,1511,0.2178,246,390.3,10.09,0,0,0,0,0,30.5,0,0,0,0,114.92,87897,0,66160.07190000001,30.5,114.92,277,115,391,8.5,TK,G,SEM,NB BRAKES,NB SERVICE,BRAKES,FLORIDA,BRAKES
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_CP_FLORIDA_COMPETITORS,TK - Florida - Maximize Conversions - Competitors,USD,1081.69,18775,0.3089,0,0.6911,711,0.1166,130,255.7,4.23,0,0,0,0,0,7.5,0,0,0,0,36.5,60780,0,42005.058000000005,7.5,36.5,138,37,174,3.7,TK,G,SEM,CP,CP,CP,FLORIDA,COMPETITORS
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_CP_FLORIDA_DISCOUNT TIRE,TK - Florida - Maximize Conversions - Competitors,USD,482.03,7742,0.3514,0,0.6486,308,0.146,74,102.98,4.68,0,0,0,0,0,4,0,0,0,0,9.33,22032,0,14289.955199999999,4,9.33,78,9,87,3.7,TK,G,SEM,CP,CP,CP,FLORIDA,DISCOUNT TIRE
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_CP_FLORIDA_FIRESTONE,TK - Florida - Maximize Conversions - Competitors,USD,418.26,4464,0.4841,0,0.5159,253,0.1467,95,81.71,5.12,0,0,0,0,0,3.5,0,0,0,0,2.22,9221,0,4757.1139,3.5,2.22,99,2,101,3.7,TK,G,SEM,CP,CP,CP,FLORIDA,FIRESTONE
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_BR_FLORIDA_BRAND+SERVICES,TK - Florida - Maximize Conversions - Brand,USD,1211.74,3017,0.8738,0,0.1262,673,0.6491,152,188.18,6.44,0,0,0,0,0,6,0,0,0,0,45.9,3453,0,435.76860000000005,6,45.9,158,46,204,5,TK,G,SEM,BR,BR,BR,FLORIDA,BRAND+SERVICES
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_BR_FLORIDA_BRAND+TIRES,TK - Florida - Maximize Conversions - Brand,USD,642.75,1657,0.8399,0,0.1601,416,0.6364,78,109.34,5.88,0,0,0,0,0,3,0,0,0,0,35,1973,0,315.8773,3,35,81,35,116,5,TK,G,SEM,BR,BR,BR,FLORIDA,BRAND+TIRES
"February 22, 2026 - February 28, 2026",Tire Kingdom,758-216-0380,TK_G_SEM_CP_FLORIDA_GOODYEAR,TK - Florida - Maximize Conversions - Competitors,USD,73.08,1355,0.4466,0,0.5534,50,0.1357,15,12.81,5.7,0,0,0,0,0,0,0,0,0,0,0,3034,0,1679.0156,0,0,15,0,15,3.7,TK,G,SEM,CP,CP,CP,FLORIDA,GOODYEAR
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_FLORIDA_TIRE, --,USD,6352.74,267432,0.2501,0.1311,0.6188,4215,0.05,1171,1207.41,5.26,4.49,0,0,24.04,0,0,0,0,189.91,0,0,1069300,140185.22999999998,661682.84,24.04,189.91,1195,190,1385,,MAVIS,G,PMX,TIRE,PMX,PMX,FLORIDA,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_GEORGIA_TIRE, --,USD,9275.83,203911,0.3231,0.1068,0.5701,5579,0.1478,1820,1836.07,5.05,4.49,0,0,35,0,0,0,0,162.78,0,0,631108,67402.3344,359794.6708,35,162.78,1855,163,2018,,MAVIS,G,PMX,TIRE,PMX,PMX,GEORGIA,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_NORTH CAROLINAS, --,USD,6974.46,173506,0.3461,0.1541,0.4998,5114,0.1728,1575,1553.87,4.49,4.23,0,0,12.75,0,0,0,0,166,0,0,501318,77253.1038,250558.73640000002,12.75,166,1588,166,1754,,MAVIS,G,PMX,PMX,PMX,PMX,NORTH CAROLINA,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_FLORIDA_TIRES,MAVIS - Florida 2 - Maximize Conversions - Non-Brand - Tires,USD,28269.08,170358,0.3057,0.1407,0.5536,11536,0.221,2314,4125.12,6.85,0,0,0,82.22,0,0,0,0,484.03,0,0,557272,78408.17039999999,308505.7792,82.22,484.03,2396,484,2880,5.65,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,FLORIDA,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_PENNSYLVANIA, --,USD,4936.42,160868,0.3161,0.1774,0.5065,3468,0.1392,1035,1108.16,4.45,4,0,0,21.17,0,0,0,0,156.9,0,0,508915,90281.52100000001,257765.44749999998,21.17,156.9,1056,157,1213,,MAVIS,G,PMX,PMX,PMX,PMX,PENNSYLVANIA,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_NEW JERSEY, --,USD,4146.98,160249,0.3238,0.2011,0.4752,3097,0.1332,937,923.17,4.49,3.99,0,0,13.8,0,0,0,0,73.56,0,0,494901,99524.5911,235176.9552,13.8,73.56,951,74,1024,,MAVIS,G,PMX,PMX,PMX,PMX,NEW JERSEY,0
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_GEORGIA_TIRES,MAVIS - Georgia 2 - Maximize Conversions - Non-Brand - Tires,USD,31152.71,156386,0.4706,0,0.5294,11005,0.4667,2763,4287.04,7.27,0,0,0,110.42,0,0,0,0,459.76,0,0,332312,0,175925.9728,110.42,459.76,2873,460,3333,5.5,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,GEORGIA,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NORTH CAROLINAS_TIRES,MAVIS - North Carolinas 2 - Maximize Conversions - Non-Brand - Tires,USD,22429.69,140153,0.3413,0.164,0.4948,9952,0.2771,2023,3615.95,6.2,0,0,0,63.54,0,0,0,0,383.49,0,0,410645,67345.78,203187.146,63.54,383.49,2087,383,2470,5,MAVIS,G,SEM,NB TIRES,NB TIRES,0,NORTH CAROLINA,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_NEW JERSEY_TIRES,MAVIS - New Jersey 2 - Maximize Conversions - Non-Brand - Tires,USD,19614.5,114698,0.4483,0.0808,0.4709,8635,0.3743,1299,3001.36,6.54,0,0,0,101.79,0,0,0,0,327.83,0,0,255851,20672.7608,120480.2359,101.79,327.83,1401,328,1729,4,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,NEW JERSEY,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_PENNSYLVANIA_TIRES,MAVIS - Pennsylvania 2 - Maximize Conversions - Non-Brand - Tires,USD,21077.66,101116,0.346,0.283,0.3711,8031,0.2615,1415,2913.77,7.23,0,0,0,83.87,0,0,0,0,374.41,0,0,292243,82704.76899999999,108451.3773,83.87,374.41,1499,374,1873,4.75,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,PENNSYLVANIA,TIRES
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_SEM_NB TIRES_GEORGIA_TIRES_T2,MAVIS - Georgia 2 - Maximize Conversions - Non-Brand - Tires_ T2,USD,14253.53,93263,0.4441,0,0.5559,6684,0.3442,798,2022.01,7.05,0,0,0,94.75,0,0,0,0,211.81,0,0,210005,0,116741.77949999999,94.75,211.81,893,212,1105,5,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,GEORGIA,TIRES_T2
"February 22, 2026 - February 28, 2026",Mavis Discount Tire,685-916-8798,MAVIS_G_PMX_AA_TEXAS, --,USD,1762.56,85560,0.2414,0.0383,0.7202,1471,0.1045,377,371.28,4.75,4,0,0,4,0,0,0,0,32.34,0,0,354432,13574.7456,255261.9264,4,32.34,381,32,413,,MAVIS,G,PMX,PMX,PMX,PMX,TEXAS,0
